Season,S. No.,Home \ Away,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,Position,Played,Won,Draw,Lost,Points,WinRate,LossRate,Performance,team_name_clean,team_name_alias_applied,team_name_original
2013-14,10,Granada,0–2,2–0,1–2,1–0,1–0,1–2,1–0,0–1,0–2,,0–2,3–1,0–0,0–3,0–1,1–3,1–2,0–1,4–0,2–0,,,10,38,12,12,14,48,0.3157894736842105,0.3684210526315789,0.4210526315789473,Granada,False,Granada
2013-14,11,Levante,1–0,1–2,2–0,1–1,1–3,0–1,2–1,3–0,0–0,0–1,,1–0,2–0,0–0,2–3,0–0,0–0,2–0,1–1,0–3,,,11,38,12,9,17,45,0.3157894736842105,0.4473684210526316,0.3947368421052631,Levante,False,Levante
2013-14,12,Málaga,2–0,1–2,0–1,0–1,3–2,0–5,0–1,1–2,1–0,4–1,1–0,,0–1,5–0,0–1,0–1,3–2,0–0,1–1,2–0,,,18,38,10,9,19,39,0.2631578947368421,0.5,0.3421052631578947,Málaga,False,Málaga
2013-14,13,Osasuna,0–1,1–5,3–0,0–0,2–1,0–2,2–1,1–0,2–0,1–2,0–1,0–2,,3–1,2–2,1–1,1–2,1–1,0–0,0–3,,,12,38,13,4,21,43,0.3421052631578947,0.5526315789473685,0.3771929824561403,Osasuna,False,Osasuna
2013-14,14,Rayo Vallecano,3–1,0–3,2–4,0–4,3–1,3–0,3–0,1–4,1–2,0–2,1–2,4–1,1–0,,2–3,1–0,0–1,1–0,0–3,2–5,,,20,38,6,7,25,25,0.1578947368421052,0.6578947368421053,0.219298245614035,Rayo Vallecano,False,Rayo Vallecano
2013-14,15,Real Madrid,4–0,3–1,0–1,3–4,2–1,3–0,3–0,3–1,4–1,2–0,3–0,2–0,4–0,5–0,,5–1,7–3,2–2,4–0,4–2,,,3,38,27,6,5,87,0.7105263157894737,0.131578947368421,0.7631578947368421,Real Madrid,False,Real Madrid
2013-14,16,Real Sociedad,3–0,2–0,1–2,3–1,5–1,4–3,4–0,2–1,2–0,1–1,0–0,0–0,5–0,2–3,0–4,,1–1,1–0,1–0,1–2,,,7,38,16,11,11,59,0.4210526315789473,0.2894736842105263,0.5175438596491229,Real Sociedad,False,Real Sociedad
2013-14,17,Sevilla,2–1,1–1,1–3,1–4,4–0,0–1,3–1,4–1,3–0,4–0,2–3,2–2,2–1,4–1,2–1,1–0,,0–0,4–1,0–0,,,5,38,18,9,11,63,0.4736842105263157,0.2894736842105263,0.5526315789473685,Sevilla FC,True,Sevilla
2013-14,18,Valencia,1–2,1–1,0–1,2–3,5–0,2–1,2–1,2–2,1–3,2–1,2–0,1–0,3–0,1–0,2–3,1–2,3–1,,2–2,2–1,,,8,38,13,10,15,49,0.3421052631578947,0.3947368421052631,0.4298245614035088,Valencia CF,True,Valencia
2013-14,19,Valladolid,1–0,1–2,0–2,1–0,0–0,3–0,2–2,1–0,1–0,0–1,1–1,2–2,0–1,1–1,1–1,2–2,2–2,0–0,,1–0,,,19,38,7,15,16,36,0.1842105263157894,0.4210526315789473,0.3157894736842105,Valladolid,False,Valladolid
2013-14,20,Villarreal,2–0,1–1,1–1,2–3,1–1,0–2,1–1,2–1,0–2,3–0,1–0,1–1,3–1,4–0,2–2,5–1,1–2,4–1,2–1,,,,6,38,17,8,13,59,0.4473684210526316,0.3421052631578947,0.5175438596491229,Villarreal,False,Villarreal
2012-13,1,Athletic Bilbao,,3–0,2–2,3–5,1–0,1–1,0–4,1–2,1–0,0–1,0–0,2–1,1–0,1–2,0–3,1–3,2–1,1–0,2–0,0–2,,,12,38,12,9,17,45,0.3157894736842105,0.4473684210526316,0.3947368421052631,Athletic Bilbao,False,Athletic Bilbao
2012-13,2,Atlético Madrid,4–0,,1–2,1–0,1–0,6–0,1–0,2–0,5–0,2–0,2–1,0–0,3–1,4–3,1–2,0–1,4–0,1–1,2–1,2–0,,,3,38,23,7,8,76,0.6052631578947368,0.2105263157894736,0.6666666666666666,Atlético Madrid,False,Atlético Madrid
2012-13,3,Barcelona,5–1,4–1,,4–2,3–1,2–0,4–0,6–1,2–0,1–0,4–1,5–1,5–1,3–1,2–2,5–1,2–1,1–0,2–1,3–1,,,1,38,32,4,2,100,0.8421052631578947,0.0526315789473684,0.8771929824561403,FC Barcelona,True,Barcelona
2012-13,4,Betis,1–1,2–4,1–2,,1–0,1–1,1–0,0–0,1–2,2–0,3–0,1–2,2–1,1–2,1–0,2–0,3–3,1–0,0–0,4–0,,,17,38,10,7,21,37,0.2631578947368421,0.5526315789473685,0.3245614035087719,Real Betis,True,Betis
2012-13,5,Celta Vigo,1–1,1–3,2–2,0–1,,1–1,1–0,2–1,2–1,1–1,0–1,1–1,2–0,0–2,1–2,1–1,2–0,0–1,3–1,2–1,,,19,38,8,11,19,35,0.2105263157894736,0.5,0.3070175438596491,Celta de Vigo,True,Celta Vigo
2012-13,6,Deportivo La Coruña,1–1,0–0,4–5,2–3,3–1,,2–0,1–1,0–3,0–2,1–0,1–0,2–0,0–0,1–2,0–1,0–2,2–3,0–0,3–2,,,13,38,11,11,16,44,0.2894736842105263,0.4210526315789473,0.3859649122807017,Deportivo La Coruña,False,Deportivo La Coruña
2012-13,7,Espanyol,3–3,0–1,0–2,1–0,1–0,2–0,,0–2,0–1,3–2,0–0,3–2,0–3,3–2,1–1,2–2,2–2,3–3,0–0,1–2,,,10,38,13,8,17,47,0.3421052631578947,0.4473684210526316,0.4122807017543859,RCD Espanyol,True,Espanyol
2012-13,8,Getafe,1–0,0–0,1–4,2–4,3–1,3–1,0–2,,2–2,0–1,1–0,1–0,1–1,1–2,2–1,2–1,1–1,0–1,2–1,2–0,,,15,38,11,9,18,42,0.2894736842105263,0.4736842105263157,0.3684210526315789,Getafe,False,Getafe
2012-13,9,Granada,1–2,0–1,1–2,1–5,2–1,1–1,0–0,2–0,,1–1,1–0,1–2,3–0,2–0,1–0,0–0,1–1,1–2,1–1,1–2,,,11,38,12,10,16,46,0.3157894736842105,0.4210526315789473,0.4035087719298245,Granada,False,Granada
2012-13,10,Levante,3–1,1–1,0–4,1–1,0–1,0–4,3–2,0–0,3–1,,1–2,4–2,0–2,2–3,1–2,2–1,1–0,1–0,2–1,0–0,,,6,38,16,9,13,57,0.4210526315789473,0.3421052631578947,0.5,Levante,False,Levante
2012-13,11,Málaga,1–0,0–0,1–3,4–0,1–1,3–1,0–2,2–1,4–0,3–1,,1–1,1–0,1–2,3–2,1–2,0–0,4–0,2–1,1–1,,,18,38,9,9,20,36,0.2368421052631578,0.5263157894736842,0.3157894736842105,Málaga,False,Málaga
2012-13,12,Mallorca,0–1,1–1,2–4,1–0,1–0,2–3,2–1,1–3,1–2,1–1,2–3,,1–1,1–1,2–5,1–0,2–1,2–0,6–2,1–1,,,16,38,10,9,19,39,0.2631578947368421,0.5,0.3421052631578947,Mallorca,False,Mallorca
2012-13,13,Osasuna,0–1,0–2,1–2,0–0,1–0,2–1,0–2,1–0,1–2,4–0,0–0,1–1,,1–0,0–0,0–0,2–1,0–1,0–1,1–0,,,8,38,16,5,17,53,0.4210526315789473,0.4473684210526316,0.4649122807017544,Osasuna,False,Osasuna
2012-13,14,Rayo Vallecano,2–2,2–1,0–5,3–0,3–2,2–1,2–0,3–1,1–0,3–0,1–3,2–0,2–2,,0–2,0–2,0–0,0–4,1–2,0–2,,,7,38,16,8,14,56,0.4210526315789473,0.3684210526315789,0.4912280701754385,Rayo Vallecano,False,Rayo Vallecano
2012-13,15,Real Madrid,5–1,2–0,2–1,3–1,2–0,5–1,2–2,4–0,3–0,5–1,6–2,5–2,4–2,2–0,,4–3,4–1,1–1,4–3,4–0,,,2,38,26,7,5,85,0.6842105263157895,0.131578947368421,0.7456140350877193,Real Madrid,False,Real Madrid
2012-13,16,Real Sociedad,2–0,0–1,3–2,3–3,2–1,1–1,0–1,1–1,2–2,1–1,4–2,3–0,0–0,4–0,3–3,,2–1,4–2,4–1,2–0,,,4,38,18,12,8,66,0.4736842105263157,0.2105263157894736,0.5789473684210527,Real Sociedad,False,Real Sociedad
2012-13,17,Sevilla,2–1,0–1,2–3,5–1,4–1,3–1,3–0,2–1,3–0,0–0,0–2,3–2,1–0,2–1,1–0,1–2,,4–3,1–2,4–0,,,9,38,14,8,16,50,0.3684210526315789,0.4210526315789473,0.4385964912280701,Sevilla FC,True,Sevilla
2012-13,18,Valencia,3–2,2–0,1–1,3–0,2–1,3–3,2–1,4–2,1–0,2–2,5–1,2–0,4–0,0–1,0–5,2–5,2–0,,2–1,2–0,,,5,38,19,8,11,65,0.5,0.2894736842105263,0.5701754385964912,Valencia CF,True,Valencia
2012-13,19,Valladolid,2–2,0–3,1–3,0–1,0–2,1–0,1–1,2–1,1–0,2–0,1–1,3–1,1–3,6–1,2–3,2–2,1–1,1–1,,2–0,,,14,38,11,10,17,43,0.2894736842105263,0.4473684210526316,0.3771929824561403,Valladolid,False,Valladolid
2012-13,20,Zaragoza,1–2,1–3,0–3,1–2,0–1,5–3,0–0,0–1,0–0,0–1,0–1,3–2,3–1,3–0,1–1,1–2,2–1,2–2,0–1,,,,20,38,9,7,22,34,0.2368421052631578,0.5789473684210527,0.2982456140350877,Zaragoza,False,Zaragoza
2011-12,1,Athletic Bilbao,,3–0,2–2,2–3,3–3,0–0,0–1,3–0,3–0,1–0,3–1,1–1,1–1,0–3,2–0,1–0,1–1,0–3,1–1,2–1,,,10,38,12,13,13,49,0.3157894736842105,0.3421052631578947,0.4298245614035088,Athletic Bilbao,False,Athletic Bilbao
2011-12,2,Atlético Madrid,2–1,,1–2,0–2,3–1,3–0,2–0,3–2,2–1,1–1,0–0,4–0,3–1,1–4,1–1,0–0,4–0,0–0,3–0,3–1,,,5,38,15,11,12,56,0.3947368421052631,0.3157894736842105,0.4912280701754385,Atlético Madrid,False,Atlético Madrid
2011-12,3,Barcelona,2–0,5–0,,4–2,4–0,4–0,5–3,5–0,4–1,5–0,8–0,3–0,4–0,1–2,2–1,0–0,3–1,5–1,5–0,4–0,,,2,38,28,7,3,91,0.7368421052631579,0.0789473684210526,0.7982456140350878,FC Barcelona,True,Barcelona
2011-12,4,Betis,2–1,2–2,2–2,,1–1,1–1,1–2,0–1,0–0,1–0,1–0,1–1,0–2,2–3,2–3,1–1,2–0,2–1,3–1,4–3,,,14,38,12,10,16,46,0.3157894736842105,0.4210526315789473,0.4035087719298245,Real Betis,True,Betis
2011-12,5,Espanyol,2–1,4–2,1–1,1–0,,1–0,3–0,1–2,1–2,1–0,1–2,3–1,5–1,0–4,2–2,1–1,0–3,4–0,0–0,0–2,,,11,38,12,11,15,47,0.3157894736842105,0.3947368421052631,0.4122807017543859,RCD Espanyol,True,Espanyol
2011-12,6,Getafe,0–0,3–2,1–0,1–0,1–1,,1–0,1–1,1–3,1–3,2–2,1–1,0–1,0–1,1–0,5–1,2–0,3–1,0–0,0–2,,,17,38,12,6,20,42,0.3157894736842105,0.5263157894736842,0.3684210526315789,Getafe,False,Getafe
2011-12,7,Granada,2–2,0–0,0–1,0–1,2–1,1–0,,2–1,2–1,2–2,1–1,0–0,1–2,1–2,4–1,0–3,2–1,0–1,1–0,1–0,,,6,38,16,7,15,55,0.4210526315789473,0.3947368421052631,0.4824561403508772,Granada,False,Granada
2011-12,8,Levante,3–0,2–0,1–2,3–1,3–1,1–2,3–1,,3–0,0–0,0–2,1–1,3–5,1–0,3–2,1–0,4–0,0–2,1–0,0–0,,,4,38,17,7,14,58,0.4473684210526316,0.3684210526315789,0.5087719298245614,Levante,False,Levante
2011-12,9,Málaga,1–0,0–0,1–4,0–2,2–1,3–2,4–0,1–0,,3–1,1–1,3–0,4–2,0–4,1–1,2–1,1–0,1–0,2–1,5–1,,,8,38,14,10,14,52,0.3684210526315789,0.3684210526315789,0.4561403508771929,Málaga,False,Málaga
2011-12,10,Mallorca,1–1,2–1,0–2,1–0,1–0,1–2,0–0,1–0,0–1,,1–1,2–1,1–0,1–2,2–1,0–0,1–2,1–1,4–0,1–0,,,7,38,13,15,10,54,0.3421052631578947,0.2631578947368421,0.4736842105263157,Mallorca,False,Mallorca
2011-12,11,Osasuna,2–1,0–1,3–2,2–1,2–0,0–0,2–1,2–0,1–1,2–2,,0–2,0–0,1–5,1–0,0–0,2–1,1–1,2–1,3–0,,,20,38,4,15,19,27,0.1052631578947368,0.5,0.2368421052631578,Osasuna,False,Osasuna
2011-12,12,Racing Santander,0–1,0–0,0–2,1–0,0–1,1–2,0–1,0–0,1–3,0–3,2–4,,1–1,0–0,0–0,0–3,1–1,2–2,1–0,1–0,,,15,38,13,4,21,43,0.3421052631578947,0.5526315789473685,0.3771929824561403,Racing Santander,False,Racing Santander
2011-12,13,Rayo Vallecano,2–3,0–1,0–7,3–0,0–1,2–0,1–0,1–2,2–0,0–1,6–0,4–2,,0–1,4–0,2–1,1–3,1–2,0–2,0–0,,,13,38,13,8,17,47,0.3421052631578947,0.4473684210526316,0.4122807017543859,Rayo Vallecano,False,Rayo Vallecano
2011-12,14,Real Madrid,4–1,4–1,1–3,4–1,5–0,4–2,5–1,4–2,1–1,4–1,7–1,4–0,6–2,,5–1,3–0,3–1,0–0,3–0,3–1,,,1,38,32,4,2,100,0.8421052631578947,0.0526315789473684,0.8771929824561403,Real Madrid,False,Real Madrid
2011-12,15,Real Sociedad,1–2,0–4,2–2,1–1,0–0,0–0,1–0,1–3,3–2,1–0,0–0,3–0,4–0,0–1,,2–0,5–1,1–0,1–1,3–0,,,12,38,12,11,15,47,0.3157894736842105,0.3947368421052631,0.4122807017543859,Real Sociedad,False,Real Sociedad
2011-12,16,Sevilla,1–2,1–1,0–2,1–2,0–0,3–0,1–2,1–1,2–1,3–1,2–0,2–2,5–2,2–6,1–0,,2–1,1–0,1–2,3–0,,,9,38,13,11,14,50,0.3421052631578947,0.3684210526315789,0.4385964912280701,Sevilla FC,True,Sevilla
2011-12,17,Sporting Gijón,1–1,1–1,0–1,2–1,1–2,2–1,2–0,3–2,2–1,2–3,1–1,0–0,2–1,0–3,1–2,1–0,,0–1,2–3,1–2,,,19,38,10,7,21,37,0.2631578947368421,0.5526315789473685,0.3245614035087719,Sporting de Gijón,True,Sporting Gijón
2011-12,18,Valencia,1–1,1–0,2–2,4–0,2–1,3–1,1–0,1–1,2–0,2–2,4–0,4–3,4–1,2–3,0–1,1–2,4–0,,1–0,1–2,,,3,38,17,10,11,61,0.4473684210526316,0.2894736842105263,0.5350877192982456,Valencia CF,True,Valencia
2011-12,19,Villarreal,2–2,0–1,0–0,1–0,0–0,1–2,3–1,0–3,2–1,2–0,1–1,1–1,2–0,1–1,1–1,2–2,3–0,2–2,,2–2,,,18,38,9,14,15,41,0.2368421052631578,0.3947368421052631,0.3596491228070175,Villarreal,False,Villarreal
2011-12,20,Zaragoza,2–0,1–0,1–4,0–2,2–1,1–1,1–0,1–0,0–0,0–1,1–1,2–1,1–2,0–6,2–0,0–1,2–2,0–1,2–1,,,,16,38,12,7,19,43,0.3157894736842105,0.5,0.3771929824561403,Zaragoza,False,Zaragoza
2010-11,1,Almería,,1–3,2–2,0–8,1–1,3–2,2–3,1–1,0–1,1–1,3–1,3–2,1–1,1–1,2–2,0–1,1–1,0–3,0–0,1–1,,,20,38,6,12,20,30,0.1578947368421052,0.5263157894736842,0.2631578947368421,Almería,False,Almería
2010-11,2,Athletic Bilbao,1–0,,1–2,1–3,1–2,2–1,3–0,3–0,3–2,1–1,3–0,1–0,2–1,0–3,2–1,2–0,3–0,1–2,0–1,2–1,,,6,38,18,4,16,58,0.4736842105263157,0.4210526315789473,0.5087719298245614,Athletic Bilbao,False,Athletic Bilbao
2010-11,3,Atlético Madrid,1–1,0–2,,1–2,2–0,2–3,2–0,2–1,4–1,0–3,3–0,3–0,0–0,1–2,3–0,2–2,4–0,1–2,3–1,1–0,,,7,38,17,7,14,58,0.4473684210526316,0.3684210526315789,0.5087719298245614,Atlético Madrid,False,Atlético Madrid
2010-11,4,Barcelona,3–1,2–1,3–0,,0–0,2–0,2–1,0–2,2–1,4–1,1–1,2–0,3–0,5–0,5–0,5–0,1–0,2–1,3–1,1–0,,,1,38,30,6,2,96,0.7894736842105263,0.0526315789473684,0.8421052631578947,FC Barcelona,True,Barcelona
2010-11,5,Deportivo La Coruña,0–2,2–1,0–1,0–4,,3–0,2–2,1–0,0–1,3–0,2–1,0–0,2–0,0–0,2–1,3–3,1–1,0–2,1–0,0–0,,,18,38,10,13,15,43,0.2631578947368421,0.3947368421052631,0.3771929824561403,Deportivo La Coruña,False,Deportivo La Coruña
2010-11,6,Espanyol,1–0,2–1,2–2,1–5,2–0,,3–1,3–0,2–1,1–0,1–2,1–0,1–2,0–1,4–1,2–3,1–0,2–2,0–1,4–0,,,8,38,15,4,19,49,0.3947368421052631,0.5,0.4298245614035088,RCD Espanyol,True,Espanyol
2010-11,7,Getafe,2–0,2–2,1–1,1–3,4–1,1–3,,3–0,4–1,0–2,3–0,2–0,0–1,2–3,0–4,1–0,3–0,2–4,1–0,1–1,,,16,38,12,8,18,44,0.3157894736842105,0.4736842105263157,0.3859649122807017,Getafe,False,Getafe
2010-11,8,Hércules,1–2,0–1,4–1,0–3,1–0,0–0,0–0,,3–1,4–1,2–2,0–4,2–3,1–3,2–1,2–0,0–0,1–2,2–2,2–1,,,19,38,9,8,21,35,0.2368421052631578,0.5526315789473685,0.3070175438596491,Hércules,False,Hércules
2010-11,9,Levante,1–0,1–2,2–0,1–1,1–2,1–0,2–0,2–1,,3–1,1–1,2–1,3–1,0–0,2–1,1–4,0–0,0–1,1–2,1–2,,,14,38,12,9,17,45,0.3157894736842105,0.4473684210526316,0.3947368421052631,Levante,False,Levante
